checkpoint_label,checkpoint_path,checkpoint_algo,checkpoint_global_env_steps,config_path,rl_variant,n,rho_target,seed,m_target,m_final,rho_final,episode_len,terminal_lambda2_norm,terminal_lambda2,rl_runtime_sec,runtime_sec,runtime_total_sec,init_mode,init_route_label,init_family,init_edges,init_lambda2,init_build_runtime_sec,init_cache_hit,init_selected_index,init_errors,overlap_post_completion_selection,overlap_candidate_count,overlap_evaluated_families,top_k,dist_cap,method,repeat_idx,arm,arm_label
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.018181818182,0,12,12,0.01818181818181818,1,0.08333333333333325,0.9999999999999989,0.0038329000017256476,0.0038329000017256476,0.004282600002625259,backbone,envelope_only,envelope,11,1.0,0.00044970000089961104,False,,,False,1,envelope,64,4,RL+Backbone,0,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.018181818182,1,12,12,0.01818181818181818,1,0.08333333333333325,0.9999999999999989,0.0011914999995497055,0.0011914999995497055,0.0013112000015098602,backbone,envelope_only,envelope,11,1.0,0.00011970000196015462,False,,,False,1,envelope,64,4,RL+Backbone,1,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.018181818182,2,12,12,0.01818181818181818,1,0.08333333333333325,0.9999999999999989,0.001031600000715116,0.001031600000715116,0.001108399999793619,backbone,envelope_only,envelope,11,1.0,7.679999907850288e-05,False,,,False,1,envelope,64,4,RL+Backbone,2,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.127272727273,0,18,18,0.12727272727272726,0,0.10566243270259344,1.2679491924311213,1.00000761449337e-07,1.00000761449337e-07,0.0020757999991474207,backbone,cayley_only,cayley,18,1.2679491924311233,0.0020756999983859714,False,2,,False,1,cayley,64,4,RL+Backbone,0,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.127272727273,1,18,18,0.12727272727272726,0,0.10566243270259344,1.2679491924311213,1.9999788491986692e-07,1.9999788491986692e-07,0.0017680999990261625,backbone,cayley_only,cayley,18,1.2679491924311233,0.0017679000011412427,False,2,,False,1,cayley,64,4,RL+Backbone,1,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.127272727273,2,18,18,0.12727272727272726,0,0.10566243270259344,1.2679491924311213,2.00001522898674e-07,2.00001522898674e-07,0.00173220000215224,backbone,cayley_only,cayley,18,1.2679491924311233,0.0017320000006293412,False,2,,False,1,cayley,64,4,RL+Backbone,2,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.236363636364,0,24,24,0.23636363636363636,0,0.1889957660359269,2.267949192431123,9.999712347052991e-08,9.999712347052991e-08,0.0021760999989055563,backbone,cayley_only,cayley,24,2.267949192431123,0.0021760000017820857,False,2,,False,1,cayley,64,4,RL+Backbone,0,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.236363636364,1,24,24,0.23636363636363636,0,0.1889957660359269,2.267949192431123,9.999712347052991e-08,9.999712347052991e-08,0.0019812999962596223,backbone,cayley_only,cayley,24,2.267949192431123,0.0019811999991361517,False,2,,False,1,cayley,64,4,RL+Backbone,1,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.236363636364,2,24,24,0.23636363636363636,0,0.18899576603592674,2.267949192431121,1.00000761449337e-07,1.00000761449337e-07,0.001781000002665678,backbone,cayley_only,cayley,24,2.267949192431123,0.0017809000019042287,False,2,,False,1,cayley,64,4,RL+Backbone,2,analytic,Analytic (exact secular)
best,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\runs\analytic\checkpoints\best.pt,ppo,2000,C:\Users\erich\Documents\AFRL\Algebraic-Connectivity-Optimization-CDC2026\lite_trials_new\configs\analytic.yaml,full,12,0.345454545455,0,30,30,0.34545454545454546,0,0.3333333333333329,3.999999999999995,1.00000761449337e-07,1.00000761449337e-07,0.0018669999990379438,backbone,cayley_only,cayley,30,3.9999999999999987,0.0018668999982764944,False,2,,False,1,cayley,64,4,RL+Backbone,0,analytic,Analytic (exact secular)
